state_x,district_x,market_x,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,_state_clean,_district_clean,_market_clean,state_y,district_y,market_y,lat,lng,source
Andhra Pradesh,Kurnool,Pattikonda,Tomato,Local,FAQ,2024-05-02,1600.0,2200.0,1800.0,Andhra Pradesh,Kurnool,Pattikonda,Andhra Pradesh,Kurnool,Pattikonda,15.3954238,77.5014036,nominatim
Andhra Pradesh,Kurnool,Kurnool,Arhar (Tur/Red Gram)(Whole),Local,FAQ,2024-05-02,2066.0,10329.0,10269.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Chittor,Chittoor,Gur(Jaggery),NO 2,FAQ,2024-06-02,3000.0,3200.0,3200.0,Andhra Pradesh,Chittor,Chittoor,Andhra Pradesh,Chittor,Chittoor,13.325036,79.6480611,nominatim
Andhra Pradesh,Visakhapatnam,Anakapally,Gur(Jaggery),NO 1,FAQ,2024-06-02,3570.0,4060.0,3815.0,Andhra Pradesh,Visakhapatnam,Anakapally,Andhra Pradesh,Visakhapatnam,Anakapally,17.6935526,83.2921297,district_centroid
Andhra Pradesh,Chittor,Palamaner,Potato,(Red Nanital),FAQ,2024-06-02,1000.0,2000.0,1500.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Kurnool,Kurnool,Foxtail Millet(Navane),Other,FAQ,2024-06-02,5719.0,5749.0,5749.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Chittor,Kalikiri,Tomato,Local,FAQ,2024-06-02,1200.0,3000.0,2600.0,Andhra Pradesh,Chittor,Kalikiri,Andhra Pradesh,Chittor,Kalikiri,13.6823499,78.8032948,nominatim
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,FAQ,2024-06-02,1689.0,2090.0,1689.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Kurnool,Atmakur,Paddy(Dhan)(Common),Sona Mahsuri,FAQ,2024-06-02,2183.0,2183.0,2183.0,Andhra Pradesh,Kurnool,Atmakur,Andhra Pradesh,Kurnool,Atmakur,14.669176,79.5743613,nominatim
Andhra Pradesh,Kurnool,Nandikotkur,Paddy(Dhan)(Common),Sona,FAQ,2024-06-02,2183.0,2183.0,2183.0,Andhra Pradesh,Kurnool,Nandikotkur,Andhra Pradesh,Kurnool,Nandikotkur,15.8562,78.27,nominatim
Andhra Pradesh,Guntur,Guntur,Dry Chillies,Red,FAQ,2024-06-02,9000.0,20500.0,17000.0,Andhra Pradesh,Guntur,Guntur,Andhra Pradesh,Guntur,Guntur,16.2394568,80.6473769,nominatim
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,FAQ,2024-06-02,4608.0,7069.0,6759.0,Andhra Pradesh,Kurnool,Adoni,Andhra Pradesh,Kurnool,Adoni,15.6261417,77.2723701,nominatim
Andhra Pradesh,Kurnool,Adoni,Arhar (Tur/Red Gram)(Whole),777 New Ind,FAQ,2024-06-02,6736.0,9439.0,9379.0,Andhra Pradesh,Kurnool,Adoni,Andhra Pradesh,Kurnool,Adoni,15.6261417,77.2723701,nominatim
Andhra Pradesh,Chittor,Palamaner,Cabbage,Cabbage,FAQ,2024-06-02,600.0,1500.0,1000.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Kurnool,Allagadda,Jowar(Sorghum),Jowar ( White),FAQ,2024-06-02,3250.0,3450.0,3400.0,Andhra Pradesh,Kurnool,Allagadda,Andhra Pradesh,Kurnool,Allagadda,15.1332048,78.5141594,nominatim
Andhra Pradesh,Guntur,Pidugurala(Palnadu),Dry Chillies,1st Sort,FAQ,2024-06-02,11000.0,19000.0,16000.0,Andhra Pradesh,Guntur,PiduguralaPalnadu,Andhra Pradesh,Guntur,PiduguralaPalnadu,16.2915189,80.4541588,district_centroid
Andhra Pradesh,Kurnool,Kurnool,Dry Chillies,Local,FAQ,2024-06-02,4299.0,18699.0,10899.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Kurnool,Pattikonda,Onion,Local,FAQ,2024-06-02,1000.0,1500.0,1200.0,Andhra Pradesh,Kurnool,Pattikonda,Andhra Pradesh,Kurnool,Pattikonda,15.3954238,77.5014036,nominatim
Andhra Pradesh,Guntur,Duggirala,Turmeric,Bulb,FAQ,2024-06-02,8600.0,10600.0,10600.0,Andhra Pradesh,Guntur,Duggirala,Andhra Pradesh,Guntur,Duggirala,16.328919,80.6238497,nominatim
Andhra Pradesh,Kurnool,Adoni,Groundnut,Balli/Habbu,FAQ,2024-06-02,3562.0,7379.0,6869.0,Andhra Pradesh,Kurnool,Adoni,Andhra Pradesh,Kurnool,Adoni,15.6261417,77.2723701,nominatim
Andhra Pradesh,Anantapur,Rayadurg,Maize,Hybrid,FAQ,2024-06-02,2000.0,2200.0,2100.0,Andhra Pradesh,Anantapur,Rayadurg,Andhra Pradesh,Anantapur,Rayadurg,14.7181496,76.8879739,nominatim
Andhra Pradesh,Kurnool,Nandikotkur,Maize,Hybrid,FAQ,2024-06-02,2090.0,2090.0,2090.0,Andhra Pradesh,Kurnool,Nandikotkur,Andhra Pradesh,Kurnool,Nandikotkur,15.8562,78.27,nominatim
Andhra Pradesh,Kurnool,Nandikotkur,Bengal Gram(Gram)(Whole),Gulabi,FAQ,2024-06-02,5335.0,5335.0,5335.0,Andhra Pradesh,Kurnool,Nandikotkur,Andhra Pradesh,Kurnool,Nandikotkur,15.8562,78.27,nominatim
Andhra Pradesh,Kurnool,Kurnool,Arhar (Tur/Red Gram)(Whole),Local,FAQ,2024-06-02,870.0,10419.0,10279.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Guntur,Tenali,Lemon,Lemon,FAQ,2024-06-02,5000.0,6200.0,5500.0,Andhra Pradesh,Guntur,Tenali,Andhra Pradesh,Guntur,Tenali,16.239216,80.6484323,nominatim
Andhra Pradesh,Kurnool,Alur,Jowar(Sorghum),Jowar ( White),FAQ,2024-06-02,3160.0,3200.0,3180.0,Andhra Pradesh,Kurnool,Alur,Andhra Pradesh,Kurnool,Alur,15.4276919,77.257826,nominatim
Andhra Pradesh,Chittor,Palamaner,Cauliflower,Cauliflower,FAQ,2024-06-02,600.0,1500.0,1000.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Chittor,Palamaner,Cluster beans,Cluster Beans,FAQ,2024-06-02,2000.0,3500.0,3000.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Kurnool,Kurnool,Onion,Local,FAQ,2024-06-02,659.0,1559.0,1069.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Kurnool,Atmakur,Maize,Hybrid/Local,FAQ,2024-06-02,2090.0,2090.0,2090.0,Andhra Pradesh,Kurnool,Atmakur,Andhra Pradesh,Kurnool,Atmakur,14.669176,79.5743613,nominatim
Andhra Pradesh,Kurnool,Allagadda,Paddy(Dhan)(Common),Sona,FAQ,2024-06-02,2250.0,2400.0,2360.0,Andhra Pradesh,Kurnool,Allagadda,Andhra Pradesh,Kurnool,Allagadda,15.1332048,78.5141594,nominatim
Andhra Pradesh,Kurnool,Kurnool,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,2024-06-02,5021.0,6051.0,6029.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Kurnool,Kurnool,Sunflower,Bold,FAQ,2024-06-02,3329.0,6400.0,3329.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Chittor,Palamaner,Tomato,Hybrid,FAQ,2024-06-02,1500.0,2800.0,2200.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Chittor,Palamaner,Green Chilli,Green Chilly,FAQ,2024-06-02,2500.0,3500.0,3000.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Kurnool,Adoni,Castor Seed,Castor seed,FAQ,2024-06-02,3500.0,5387.0,5327.0,Andhra Pradesh,Kurnool,Adoni,Andhra Pradesh,Kurnool,Adoni,15.6261417,77.2723701,nominatim
Andhra Pradesh,Kurnool,Kurnool,Castor Seed,Other,FAQ,2024-06-02,4991.0,5319.0,5209.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Guntur,Tenali,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,2024-06-02,9600.0,10000.0,9800.0,Andhra Pradesh,Guntur,Tenali,Andhra Pradesh,Guntur,Tenali,16.239216,80.6484323,nominatim
Andhra Pradesh,Kurnool,Kurnool,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,2024-06-02,9009.0,9869.0,9859.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Chittor,Madanapalli,Tomato,Local,FAQ,2024-06-02,1500.0,3200.0,1570.0,Andhra Pradesh,Chittor,Madanapalli,Andhra Pradesh,Chittor,Madanapalli,12.8228649,78.3705177,nominatim
Andhra Pradesh,Kurnool,Pattikonda,Tomato,Local,FAQ,2024-06-02,1600.0,2100.0,1800.0,Andhra Pradesh,Kurnool,Pattikonda,Andhra Pradesh,Kurnool,Pattikonda,15.3954238,77.5014036,nominatim
Andhra Pradesh,Chittor,Palamaner,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2024-06-02,1500.0,2500.0,2000.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Chittor,Palamaner,Brinjal,Brinjal,FAQ,2024-06-02,2000.0,4000.0,3000.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Kurnool,Kurnool,Groundnut,Local,FAQ,2024-06-02,3865.0,7191.0,5500.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Kurnool,Kurnool,Groundnut,Local,FAQ,2024-07-02,2812.0,7213.0,5891.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Kurnool,Kurnool,Foxtail Millet(Navane),Other,FAQ,2024-07-02,4009.0,4009.0,4009.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Kurnool,Pattikonda,Tomato,Local,FAQ,2024-07-02,1400.0,2100.0,1500.0,Andhra Pradesh,Kurnool,Pattikonda,Andhra Pradesh,Kurnool,Pattikonda,15.3954238,77.5014036,nominatim
Andhra Pradesh,Chittor,Palamaner,Tomato,Hybrid,FAQ,2024-07-02,1200.0,2400.0,1800.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Chittor,Punganur,Tomato,Hybrid,FAQ,2024-07-02,1000.0,2200.0,1600.0,Andhra Pradesh,Chittor,Punganur,Andhra Pradesh,Chittor,Punganur,13.4042835,78.5567022,nominatim
Andhra Pradesh,Kurnool,Atmakur,Maize,Hybrid/Local,FAQ,2024-07-02,2090.0,2090.0,2090.0,Andhra Pradesh,Kurnool,Atmakur,Andhra Pradesh,Kurnool,Atmakur,14.669176,79.5743613,nominatim
Andhra Pradesh,Chittor,Palamaner,Green Chilli,Green Chilly,FAQ,2024-07-02,2500.0,3500.0,3000.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Kurnool,Kurnool,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,2024-07-02,1228.0,6139.0,6129.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Kurnool,Alur,Jowar(Sorghum),Jowar ( White),FAQ,2024-07-02,3160.0,3200.0,3180.0,Andhra Pradesh,Kurnool,Alur,Andhra Pradesh,Kurnool,Alur,15.4276919,77.257826,nominatim
Andhra Pradesh,Kurnool,Adoni,Castor Seed,Castor seed,FAQ,2024-07-02,5069.0,5347.0,5287.0,Andhra Pradesh,Kurnool,Adoni,Andhra Pradesh,Kurnool,Adoni,15.6261417,77.2723701,nominatim
Andhra Pradesh,Chittor,Palamaner,Cabbage,Cabbage,FAQ,2024-07-02,700.0,1100.0,900.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
Andhra Pradesh,Guntur,Guntur,Dry Chillies,Red New,FAQ,2024-07-02,8500.0,21800.0,20500.0,Andhra Pradesh,Guntur,Guntur,Andhra Pradesh,Guntur,Guntur,16.2394568,80.6473769,nominatim
Andhra Pradesh,East Godavari,Rajahmundry,Paddy(Dhan)(Common),Paddy,FAQ,2024-07-02,2183.0,2183.0,2183.0,Andhra Pradesh,East Godavari,Rajahmundry,Andhra Pradesh,East Godavari,Rajahmundry,17.0050454,81.7804732,nominatim
Andhra Pradesh,Kurnool,Banaganapalli,Paddy(Dhan)(Common),Sona Mahsuri,FAQ,2024-07-02,2400.0,2600.0,2500.0,Andhra Pradesh,Kurnool,Banaganapalli,Andhra Pradesh,Kurnool,Banaganapalli,15.3223031,78.2507163,nominatim
Andhra Pradesh,Kurnool,Adoni,Cotton,Bunny,FAQ,2024-07-02,4368.0,7059.0,6789.0,Andhra Pradesh,Kurnool,Adoni,Andhra Pradesh,Kurnool,Adoni,15.6261417,77.2723701,nominatim
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,FAQ,2024-07-02,2140.0,2162.0,2162.0,Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.8266024,78.0293132,nominatim
Andhra Pradesh,Chittor,Palamaner,Brinjal,Brinjal,FAQ,2024-07-02,1500.0,2500.0,2000.0,Andhra Pradesh,Chittor,Palamaner,Andhra Pradesh,Chittor,Palamaner,13.1490375,78.7292763,nominatim
